cohort_year,investor_id,total_invested,avg_sip_amount,txn_count
2024,INV001306,44975,22487.5,2
2024,INV001307,585556,195185.33333333334,3
2024,INV001308,883015,73584.58333333333,12
2024,INV001309,10544,10544.0,1
2024,INV001310,165265,20658.125,8
2024,INV001311,96628,24157.0,4
2024,INV001312,990125,90011.36363636363,11
2024,INV001313,489686,122421.5,4
2024,INV001314,196028,19602.8,10
2024,INV001315,1043647,104364.7,10
2024,INV001316,920375,92037.5,10
2024,INV001317,946676,86061.45454545454,11
2024,INV001318,214330,19484.545454545456,11
2024,INV001319,1195460,149432.5,8
2024,INV001320,1702564,154778.54545454544,11
2024,INV001321,341346,48763.71428571428,7
2024,INV001322,819585,117083.57142857143,7
2024,INV001325,1011033,144433.2857142857,7
2024,INV001326,612770,51064.166666666664,12
2024,INV001327,358422,179211.0,2
2024,INV001328,1035586,207117.2,5
2024,INV001329,714494,71449.4,10
2024,INV001330,483138,96627.6,5
2024,INV001331,310811,31081.1,10
2024,INV001332,295642,32849.11111111111,9
2024,INV001333,789220,65768.33333333333,12
2024,INV001334,1354227,135422.7,10
2024,INV001335,526633,263316.5,2
2024,INV001336,259351,28816.777777777777,9
2024,INV001337,395450,79090.0,5
2024,INV001338,420259,210129.5,2
2024,INV001340,284122,94707.33333333333,3
2024,INV001341,551633,110326.6,5
2024,INV001342,964237,107137.44444444444,9
2024,INV001343,686341,114390.16666666667,6
2024,INV001344,459599,153199.66666666666,3
2024,INV001345,1391026,173878.25,8
2024,INV001346,763232,109033.14285714286,7
2024,INV001347,5374,2687.0,2
2024,INV001348,1200049,109095.36363636363,11
2024,INV001349,467672,155890.66666666666,3
2024,INV001350,893495,111686.875,8
2024,INV001351,1224042,102003.5,12
2024,INV001352,193086,32181.0,6
2024,INV001353,424525,60646.42857142857,7
2024,INV001354,963214,107023.77777777778,9
2024,INV001355,1566988,142453.45454545456,11
2024,INV001356,998538,90776.18181818182,11
2024,INV001357,509124,101824.8,5
2024,INV001358,3401,3401.0,1
2024,INV001359,526533,58503.666666666664,9
2024,INV001360,8637,8637.0,1
2024,INV001361,791103,87900.33333333333,9
2024,INV001362,543937,135984.25,4
2024,INV001363,493071,70438.71428571429,7
2024,INV001364,545191,272595.5,2
2024,INV001365,401179,100294.75,4
2024,INV001366,671758,74639.77777777778,9
2024,INV001367,153434,21919.14285714286,7
2024,INV001368,301863,100621.0,3
2024,INV001369,1305360,145040.0,9
2024,INV001370,503643,71949.0,7
2024,INV001371,839040,209760.0,4
2024,INV001372,236898,59224.5,4
2024,INV001373,288818,72204.5,4
2024,INV001374,1077081,153868.7142857143,7
2024,INV001375,929873,77489.41666666667,12
2024,INV001376,66059,9437.0,7
2024,INV001377,1175557,146944.625,8
2024,INV001378,1441757,240292.83333333334,6
2024,INV001379,1346658,192379.7142857143,7
2024,INV001380,357230,178615.0,2
2024,INV001381,91078,91078.0,1
2024,INV001382,20674,5168.5,4
2024,INV001383,883415,88341.5,10
2024,INV001384,1646358,164635.8,10
2024,INV001385,340160,68032.0,5
2024,INV001386,987951,141135.85714285713,7
2024,INV001387,111470,12385.555555555555,9
2024,INV001388,754939,125823.16666666667,6
2024,INV001389,1267006,211167.66666666666,6
2024,INV001390,566837,94472.83333333333,6
2024,INV001391,1427142,178392.75,8
2024,INV001392,1242899,155362.375,8
2024,INV001393,134275,44758.333333333336,3
2024,INV001394,298786,33198.444444444445,9
2024,INV001395,1043484,130435.5,8
2024,INV001396,914167,182833.4,5
2024,INV001397,1523232,138475.63636363635,11
2024,INV001398,1337654,121604.90909090909,11
2024,INV001399,413350,59050.0,7
2024,INV001400,1453464,132133.0909090909,11
2024,INV001401,949269,94926.9,10
2024,INV001402,1624904,180544.88888888888,9
2024,INV001404,458780,114695.0,4
2024,INV001405,74645,18661.25,4
2024,INV001406,584791,48732.583333333336,12
2024,INV001407,1024262,102426.2,10
2024,INV001408,462278,154092.66666666666,3
2024,INV001409,1116042,159434.57142857142,7
2024,INV001410,606043,75755.375,8
2024,INV001411,628481,78560.125,8
2024,INV001412,309678,103226.0,3
2024,INV001413,790868,98858.5,8
2024,INV001414,166095,83047.5,2
2024,INV001415,579638,57963.8,10
2024,INV001416,66259,33129.5,2
2024,INV001417,753778,150755.6,5
2024,INV001418,1018286,113142.88888888889,9
2024,INV001419,287969,35996.125,8
2024,INV001420,566736,113347.2,5
2024,INV001421,711652,88956.5,8
2024,INV001422,206779,41355.8,5
2024,INV001423,805166,73196.90909090909,11
2024,INV001424,573359,95559.83333333333,6
2024,INV001425,7051,3525.5,2
2024,INV001426,5280,5280.0,1
2024,INV001428,1098386,91532.16666666667,12
2024,INV001429,185962,92981.0,2
2024,INV001430,560,560.0,1
2024,INV001431,343667,85916.75,4
2024,INV001432,446508,63786.857142857145,7
2024,INV001433,1003402,167233.66666666666,6
2024,INV001434,433434,48159.333333333336,9
2024,INV001435,12503,6251.5,2
2024,INV001436,655376,163844.0,4
2024,INV001437,307368,76842.0,4
2024,INV001438,7489,7489.0,1
2024,INV001439,1012562,144651.7142857143,7
2024,INV001440,823731,164746.2,5
2024,INV001441,5453,2726.5,2
2024,INV001442,689389,57449.083333333336,12
2024,INV001443,974626,162437.66666666666,6
2024,INV001444,27282,9094.0,3
2024,INV001445,297715,59543.0,5
2024,INV001446,751921,187980.25,4
2024,INV001447,138470,34617.5,4
2024,INV001448,780825,130137.5,6
2024,INV001449,521158,74451.14285714286,7
2024,INV001450,196863,49215.75,4
2024,INV001451,26908,26908.0,1
2024,INV001452,233554,58388.5,4
2024,INV001453,70693,17673.25,4
2024,INV001454,441723,55215.375,8
2024,INV001455,743232,61936.0,12
2024,INV001456,1056586,117398.44444444444,9
2024,INV001457,1547775,128981.25,12
2024,INV001458,827845,68987.08333333333,12
2024,INV001459,1030235,206047.0,5
2024,INV001460,2189872,199079.27272727274,11
2024,INV001461,4821,2410.5,2
2024,INV001462,1157629,128625.44444444444,9
2024,INV001463,346839,69367.8,5
2024,INV001465,1223588,174798.2857142857,7
2024,INV001466,1302126,118375.09090909091,11
2024,INV001467,880295,88029.5,10
2024,INV001468,691082,172770.5,4
2024,INV001469,388458,129486.0,3
2024,INV001470,1020695,145813.57142857142,7
2024,INV001472,902384,100264.88888888889,9
2024,INV001473,1138426,162632.2857142857,7
2024,INV001474,311713,155856.5,2
2024,INV001475,184367,46091.75,4
2024,INV001476,329871,65974.2,5
2024,INV001477,571669,190556.33333333334,3
2024,INV001478,420725,60103.57142857143,7
2024,INV001479,426682,142227.33333333334,3
2024,INV001480,750708,107244.0,7
2024,INV001481,305859,43694.142857142855,7
2024,INV001482,552001,69000.125,8
2024,INV001483,193272,32212.0,6
2024,INV001484,1093386,218677.2,5
2024,INV001485,176126,17612.6,10
2024,INV001487,100742,33580.666666666664,3
2024,INV001488,503159,100631.8,5
2024,INV001489,124464,24892.8,5
2024,INV001490,35777,35777.0,1
2024,INV001491,479735,59966.875,8
2024,INV001492,979297,195859.4,5
2024,INV001493,740657,246885.66666666666,3
2024,INV001494,11931,3977.0,3
2024,INV001496,2539407,230855.18181818182,11
2024,INV001497,663731,55310.916666666664,12
2024,INV001498,1072254,178709.0,6
2024,INV001499,2612819,261281.9,10
2024,INV001500,1668134,208516.75,8
2024,INV001501,1672359,238908.42857142858,7
2024,INV001502,473868,236934.0,2
2024,INV001503,529940,88323.33333333333,6
2024,INV001504,323372,32337.2,10
2024,INV001505,102157,34052.333333333336,3
2024,INV001506,789025,112717.85714285714,7
2024,INV001507,1262282,105190.16666666667,12
2024,INV001508,2273825,227382.5,10
2024,INV001510,935895,93589.5,10
2024,INV001511,304709,101569.66666666667,3
2024,INV001512,1931510,175591.81818181818,11
2024,INV001513,477668,79611.33333333333,6
2024,INV001514,870557,79141.54545454546,11
2024,INV001515,262809,52561.8,5
2024,INV001516,1094073,121563.66666666667,9
2024,INV001517,455179,151726.33333333334,3
2024,INV001518,1325188,147243.11111111112,9
2024,INV001519,15153,5051.0,3
2024,INV001520,618129,206043.0,3
2024,INV001521,1033095,114788.33333333333,9
2024,INV001522,484106,161368.66666666666,3
2024,INV001524,1023174,146167.7142857143,7
2024,INV001525,409031,58433.0,7
2024,INV001526,1108874,110887.4,10
2024,INV001527,397461,132487.0,3
2024,INV001528,2546199,231472.63636363635,11
2024,INV001529,493098,164366.0,3
2024,INV001530,478137,53126.333333333336,9
2024,INV001531,308636,77159.0,4
2024,INV001532,981795,89254.09090909091,11
2024,INV001533,1017085,508542.5,2
2024,INV001534,1096274,137034.25,8
2024,INV001535,481793,120448.25,4
2024,INV001536,768514,69864.90909090909,11
2024,INV001537,438883,87776.6,5
2024,INV001538,403950,57707.142857142855,7
2024,INV001539,255554,85184.66666666667,3
2024,INV001540,55777,13944.25,4
2024,INV001541,298338,298338.0,1
2024,INV001542,30942,6188.4,5
2024,INV001543,1412216,235369.33333333334,6
2024,INV001544,1459767,132706.0909090909,11
2024,INV001545,1173126,106647.81818181818,11
2024,INV001546,636851,318425.5,2
2024,INV001547,1475443,122953.58333333333,12
2024,INV001548,768100,96012.5,8
2024,INV001549,814085,90453.88888888889,9
2024,INV001550,1019018,92638.0,11
2024,INV001551,838742,93193.55555555556,9
2024,INV001552,131269,65634.5,2
2024,INV001553,1951832,162652.66666666666,12
2024,INV001554,58886,29443.0,2
2024,INV001555,1447897,241316.16666666666,6
2024,INV001556,628970,157242.5,4
2024,INV001557,834356,119193.71428571429,7
2024,INV001558,1419654,129059.45454545454,11
2024,INV001559,249630,249630.0,1
2024,INV001560,777593,129598.83333333333,6
2024,INV001561,1386518,173314.75,8
2024,INV001562,294505,26773.18181818182,11
2024,INV001563,144851,72425.5,2
2024,INV001564,1089883,90823.58333333333,12
2024,INV001565,355584,118528.0,3
2024,INV001566,333707,83426.75,4
2024,INV001567,299281,49880.166666666664,6
2024,INV001569,594971,84995.85714285714,7
2024,INV001570,1806980,200775.55555555556,9
2024,INV001571,510419,170139.66666666666,3
2024,INV001573,1046465,130808.125,8
2024,INV001574,561459,80208.42857142857,7
2024,INV001575,1203832,133759.11111111112,9
2024,INV001576,618966,88423.71428571429,7
2024,INV001577,837,837.0,1
2024,INV001578,281351,93783.66666666667,3
2024,INV001579,1454466,121205.5,12
2024,INV001580,885928,73827.33333333333,12
2024,INV001581,719501,143900.2,5
2024,INV001582,920,920.0,1
2024,INV001583,1688452,187605.77777777778,9
2024,INV001584,365117,73023.4,5
2024,INV001585,1033231,114803.44444444444,9
2024,INV001586,14770,3692.5,4
2024,INV001587,1338541,121685.54545454546,11
2024,INV001588,709591,101370.14285714286,7
2024,INV001590,258144,86048.0,3
2024,INV001591,2052414,186583.0909090909,11
2024,INV001592,783972,130662.0,6
2024,INV001593,520240,173413.33333333334,3
2024,INV001594,1041554,148793.42857142858,7
2024,INV001595,628320,89760.0,7
2024,INV001596,1144285,190714.16666666666,6
2024,INV001597,1564797,142254.27272727274,11
2024,INV001598,948581,105397.88888888889,9
2024,INV001599,1215923,101326.91666666667,12
2024,INV001600,362379,90594.75,4
2024,INV001601,373239,124413.0,3
2024,INV001602,1683273,140272.75,12
2024,INV001603,1249506,113591.45454545454,11
2024,INV001604,448574,149524.66666666666,3
2024,INV001605,907214,82474.0,11
2024,INV001606,149272,18659.0,8
2024,INV001607,369723,123241.0,3
2024,INV001608,1408628,128057.09090909091,11
2024,INV001609,1828827,182882.7,10
2024,INV001610,394911,394911.0,1
2024,INV001611,1885318,171392.54545454544,11
2024,INV001612,1039562,103956.2,10
2024,INV001614,299454,74863.5,4
2024,INV001615,1439722,179965.25,8
2024,INV001616,688035,57336.25,12
2024,INV001618,704843,88105.375,8
2024,INV001619,784498,130749.66666666667,6
2024,INV001620,906445,129492.14285714286,7
2024,INV001621,39202,13067.333333333334,3
2024,INV001622,32767,16383.5,2
2024,INV001623,1305289,118662.63636363637,11
2024,INV001624,1159821,96651.75,12
2024,INV001625,2006664,167222.0,12
2024,INV001626,429844,107461.0,4
2024,INV001627,509047,84841.16666666667,6
2024,INV001628,1293876,107823.0,12
2024,INV001629,571840,47653.333333333336,12
2024,INV001630,225860,45172.0,5
2024,INV001631,581721,52883.72727272727,11
2024,INV001632,309423,154711.5,2
2024,INV001633,475,475.0,1
2024,INV001635,1295057,185008.14285714287,7
2024,INV001636,659303,59936.63636363636,11
2024,INV001637,1258105,209684.16666666666,6
2024,INV001638,308357,77089.25,4
2024,INV001639,451834,75305.66666666667,6
2024,INV001640,1460059,121671.58333333333,12
2024,INV001641,1137585,113758.5,10
2024,INV001642,760223,152044.6,5
2024,INV001643,677728,84716.0,8
2024,INV001644,1090844,99167.63636363637,11
2024,INV001645,466615,58326.875,8
2024,INV001646,361360,90340.0,4
2024,INV001647,358120,358120.0,1
2024,INV001648,1479962,164440.22222222222,9
2024,INV001649,621280,51773.333333333336,12
2024,INV001650,713748,118958.0,6
2024,INV001651,790979,71907.18181818182,11
2024,INV001652,1279109,142123.22222222222,9
2024,INV001653,353745,44218.125,8
2024,INV001654,729940,72994.0,10
2024,INV001655,233699,46739.8,5
2024,INV001656,451086,45108.6,10
2024,INV001657,31500,31500.0,1
2024,INV001658,1839068,167188.0,11
2024,INV001659,36217,18108.5,2
2024,INV001660,390673,65112.166666666664,6
2024,INV001661,436958,87391.6,5
2024,INV001662,1937573,161464.41666666666,12
2024,INV001663,664153,83019.125,8
2024,INV001664,257587,128793.5,2
2024,INV001665,6533,2177.6666666666665,3
2024,INV001666,758715,126452.5,6
2024,INV001668,695778,231926.0,3
2024,INV001669,245061,61265.25,4
2024,INV001670,1928820,175347.27272727274,11
2024,INV001671,1225017,175002.42857142858,7
2024,INV001672,821755,68479.58333333333,12
2024,INV001673,81749,7431.727272727273,11
2024,INV001674,569524,94920.66666666667,6
2024,INV001676,849132,169826.4,5
2024,INV001677,1196636,239327.2,5
2024,INV001678,684233,228077.66666666666,3
2024,INV001679,447785,63969.28571428572,7
2024,INV001680,1174873,97906.08333333333,12
2024,INV001681,177271,59090.333333333336,3
2024,INV001682,936,936.0,1
2024,INV001683,138711,17338.875,8
2024,INV001684,45978,15326.0,3
2024,INV001685,3921,1960.5,2
2024,INV001686,283725,141862.5,2
2024,INV001687,210079,42015.8,5
2024,INV001688,222003,44400.6,5
2024,INV001689,1413571,117797.58333333333,12
2024,INV001690,994133,110459.22222222222,9
2024,INV001691,1151668,127963.11111111111,9
2024,INV001692,2751086,250098.72727272726,11
2024,INV001693,75578,18894.5,4
2024,INV001694,773611,77361.1,10
2024,INV001695,1171841,130204.55555555556,9
2024,INV001696,306879,51146.5,6
2024,INV001697,1278552,106546.0,12
2024,INV001699,438246,54780.75,8
2024,INV001700,556,556.0,1
2024,INV001701,1530504,127542.0,12
2024,INV001702,354071,177035.5,2
2024,INV001704,336309,336309.0,1
2024,INV001705,1734773,192752.55555555556,9
2024,INV001706,1230659,123065.9,10
2024,INV001707,69622,17405.5,4
2024,INV001708,570438,114087.6,5
2024,INV001709,510448,63806.0,8
2024,INV001710,243131,81043.66666666667,3
2024,INV001711,26390,3770.0,7
2024,INV001712,446860,55857.5,8
2024,INV001713,1133717,141714.625,8
2024,INV001714,41699,13899.666666666666,3
2024,INV001715,103613,12951.625,8
2024,INV001716,27465,6866.25,4
2024,INV001717,1267371,253474.2,5
2024,INV001718,795041,88337.88888888889,9
2024,INV001719,775208,155041.6,5
2024,INV001720,804607,100575.875,8
2024,INV001721,1137944,162563.42857142858,7
2024,INV001722,977129,195425.8,5
2024,INV001723,1263638,180519.7142857143,7
2024,INV001724,862419,95824.33333333333,9
2024,INV001725,980277,89116.09090909091,11
2024,INV001726,792709,198177.25,4
2024,INV001727,536416,107283.2,5
2024,INV001728,938502,85318.36363636363,11
2024,INV001729,409265,81853.0,5
2024,INV001730,25174,12587.0,2
2024,INV001731,3122,1561.0,2
2024,INV001732,221591,36931.833333333336,6
2024,INV001733,69927,34963.5,2
2024,INV001734,441830,88366.0,5
2024,INV001735,842756,120393.71428571429,7
2024,INV001736,975076,139296.57142857142,7
2024,INV001737,491962,54662.444444444445,9
2024,INV001738,845576,70464.66666666667,12
2024,INV001739,596476,59647.6,10
2024,INV001740,1046752,104675.2,10
2024,INV001741,1534845,139531.36363636365,11
2024,INV001742,1194805,132756.11111111112,9
2024,INV001743,1391835,198833.57142857142,7
2024,INV001744,1364057,113671.41666666667,12
2024,INV001745,320584,80146.0,4
2024,INV001746,1766212,147184.33333333334,12
2024,INV001747,1426431,178303.875,8
2024,INV001748,985018,123127.25,8
2024,INV001750,287641,95880.33333333333,3
2024,INV001751,992622,124077.75,8
2024,INV001752,1388370,115697.5,12
2024,INV001753,591142,49261.833333333336,12
2024,INV001754,495504,123876.0,4
2024,INV001755,672833,336416.5,2
2024,INV001756,511289,511289.0,1
2024,INV001757,694422,57868.5,12
2024,INV001758,1890625,189062.5,10
2024,INV001759,721052,60087.666666666664,12
2024,INV001760,21348,7116.0,3
2024,INV001762,1139097,142387.125,8
2024,INV001763,692791,98970.14285714286,7
2024,INV001764,202400,40480.0,5
2024,INV001765,1071646,133955.75,8
2024,INV001766,157049,52349.666666666664,3
2024,INV001768,323349,80837.25,4
2024,INV001769,677998,84749.75,8
2024,INV001770,564230,70528.75,8
2024,INV001771,2695710,336963.75,8
2024,INV001772,1276824,127682.4,10
2024,INV001773,43212,8642.4,5
2024,INV001774,356376,89094.0,4
2024,INV001775,92864,11608.0,8
2024,INV001777,686554,62414.0,11
2024,INV001778,1401085,116757.08333333333,12
2024,INV001779,508326,254163.0,2
2024,INV001780,1029694,171615.66666666666,6
2024,INV001781,185310,46327.5,4
2024,INV001782,1174960,117496.0,10
2024,INV001783,1804984,200553.77777777778,9
2024,INV001784,1633706,148518.72727272726,11
2024,INV001785,60168,20056.0,3
2024,INV001786,552,552.0,1
2024,INV001787,754935,125822.5,6
2024,INV001788,448400,89680.0,5
2024,INV001789,778911,155782.2,5
2024,INV001790,1503115,150311.5,10
2024,INV001791,578366,115673.2,5
2024,INV001792,369407,61567.833333333336,6
2024,INV001793,109211,54605.5,2
2024,INV001794,1067068,118563.11111111111,9
2024,INV001795,417952,83590.4,5
2024,INV001796,1174793,167827.57142857142,7
2024,INV001797,1187966,107996.90909090909,11
2024,INV001798,464928,77488.0,6
2024,INV001799,745646,106520.85714285714,7
2024,INV001800,1343076,122097.81818181818,11
2024,INV001801,126145,21024.166666666668,6
2024,INV001802,1327369,132736.9,10
2024,INV001803,463753,51528.11111111111,9
2024,INV001804,1300753,118250.27272727272,11
2024,INV001805,488850,81475.0,6
2024,INV001806,1024402,93127.45454545454,11
2024,INV001807,589082,294541.0,2
2024,INV001808,209897,104948.5,2
2024,INV001809,102667,14666.714285714286,7
2024,INV001810,1647041,149731.0,11
2024,INV001811,700436,58369.666666666664,12
2024,INV001812,300792,300792.0,1
2024,INV001813,1109781,138722.625,8
2024,INV001814,1305482,130548.2,10
2024,INV001815,430207,61458.142857142855,7
2024,INV001816,1351269,122842.63636363637,11
2024,INV001817,470229,235114.5,2
2024,INV001818,760835,253611.66666666666,3
2024,INV001819,7448,3724.0,2
2024,INV001820,1140445,103676.81818181818,11
2024,INV001821,353083,88270.75,4
2024,INV001822,600988,75123.5,8
2024,INV001823,1611892,134324.33333333334,12
2024,INV001824,1046917,174486.16666666666,6
2024,INV001825,2150054,215005.4,10
2024,INV001826,1023836,113759.55555555556,9
2024,INV001827,197811,32968.5,6
2024,INV001828,57282,7160.25,8
2024,INV001829,969442,138491.7142857143,7
2024,INV001830,13921,4640.333333333333,3
2024,INV001831,1403227,155914.11111111112,9
2024,INV001832,1232196,154024.5,8
2024,INV001833,821120,117302.85714285714,7
2024,INV001834,591243,84463.28571428571,7
2024,INV001835,163031,27171.833333333332,6
2024,INV001836,1024529,93139.0,11
2024,INV001837,1229457,102454.75,12
2024,INV001838,176581,88290.5,2
2024,INV001839,454177,90835.4,5
2024,INV001840,549846,274923.0,2
2024,INV001841,456715,50746.11111111111,9
2024,INV001842,1865959,186595.9,10
2024,INV001843,2482179,275797.6666666667,9
2024,INV001844,1388959,154328.77777777778,9
2024,INV001845,406600,81320.0,5
2024,INV001846,757427,151485.4,5
2024,INV001847,501053,100210.6,5
2024,INV001848,1176316,130701.77777777778,9
2024,INV001849,620719,103453.16666666667,6
2024,INV001850,701299,175324.75,4
2024,INV001851,797224,99653.0,8
2024,INV001852,1250437,156304.625,8
2024,INV001853,992816,82734.66666666667,12
2024,INV001854,714573,238191.0,3
2024,INV001855,12739,6369.5,2
2024,INV001856,1082328,135291.0,8
2024,INV001857,2116893,192444.81818181818,11
2024,INV001858,1314090,119462.72727272728,11
2024,INV001859,1011714,144530.57142857142,7
2024,INV001860,409489,102372.25,4
2024,INV001861,1572816,157281.6,10
2024,INV001862,619479,206493.0,3
2024,INV001863,462836,115709.0,4
2024,INV001865,558501,62055.666666666664,9
2024,INV001866,574628,71828.5,8
2024,INV001867,640066,106677.66666666667,6
2024,INV001868,367861,61310.166666666664,6
2024,INV001869,718018,179504.5,4
2024,INV001870,505122,63140.25,8
2024,INV001871,1365922,113826.83333333333,12
2024,INV001872,9784,3261.3333333333335,3
2024,INV001873,53455,17818.333333333332,3
2024,INV001874,1897614,189761.4,10
2024,INV001875,792853,113264.71428571429,7
2024,INV001876,824139,164827.8,5
2024,INV001877,659810,94258.57142857143,7
2024,INV001878,504467,100893.4,5
2024,INV001879,425995,47332.77777777778,9
2024,INV001880,1214621,134957.88888888888,9
2024,INV001881,506456,84409.33333333333,6
2024,INV001882,873846,174769.2,5
2024,INV001883,421206,52650.75,8
2024,INV001885,717493,59791.083333333336,12
2024,INV001886,152542,15254.2,10
2024,INV001887,1290164,184309.14285714287,7
2024,INV001888,1079633,134954.125,8
2024,INV001889,86387,86387.0,1
2024,INV001890,513274,73324.85714285714,7
2024,INV001891,883459,98162.11111111111,9
2024,INV001892,50039,16679.666666666668,3
2024,INV001893,508391,84731.83333333333,6
2024,INV001894,684661,171165.25,4
2024,INV001895,1247954,155994.25,8
2024,INV001896,519066,86511.0,6
2024,INV001897,732896,104699.42857142857,7
2024,INV001899,564020,70502.5,8
2024,INV001900,25240,5048.0,5
2024,INV001901,287388,95796.0,3
2024,INV001902,534146,133536.5,4
2024,INV001903,1689254,168925.4,10
2024,INV001904,100684,50342.0,2
2024,INV001905,340294,68058.8,5
2024,INV001906,87034,29011.333333333332,3
2024,INV001908,1256813,251362.6,5
2024,INV001909,925557,92555.7,10
2024,INV001910,1350619,270123.8,5
2024,INV001911,327561,81890.25,4
2024,INV001912,1401364,127396.72727272728,11
2024,INV001913,735103,122517.16666666667,6
2024,INV001914,1174262,117426.2,10
2024,INV001915,6864,3432.0,2
2024,INV001916,1728270,172827.0,10
2024,INV001917,1544588,193073.5,8
2024,INV001918,495325,247662.5,2
2024,INV001920,1386418,126038.0,11
2024,INV001921,756798,63066.5,12
2024,INV001922,271309,38758.42857142857,7
2024,INV001923,1303739,108644.91666666667,12
2024,INV001924,499609,55512.11111111111,9
2024,INV001925,48046,48046.0,1
2024,INV001926,1068830,97166.36363636363,11
2024,INV001927,1075729,119525.44444444444,9
2024,INV001928,776641,129440.16666666667,6
2024,INV001929,876400,87640.0,10
2024,INV001930,458380,76396.66666666667,6
2024,INV001932,6214,3107.0,2
2024,INV001933,720963,90120.375,8
2024,INV001934,297579,99193.0,3
2024,INV001935,9362,9362.0,1
2024,INV001936,312352,104117.33333333333,3
2024,INV001937,789325,71756.81818181818,11
2024,INV001938,886888,73907.33333333333,12
2024,INV001939,405044,202522.0,2
2024,INV001940,922711,115338.875,8
2024,INV001941,260155,130077.5,2
2024,INV001942,894822,298274.0,3
2024,INV001943,596108,85158.28571428571,7
2024,INV001944,1084537,108453.7,10
2024,INV001945,1263474,157934.25,8
2024,INV001946,787894,131315.66666666666,6
2024,INV001947,2015,2015.0,1
2024,INV001948,529327,132331.75,4
2024,INV001949,710096,177524.0,4
2024,INV001950,1286820,107235.0,12
2024,INV001951,882587,88258.7,10
2024,INV001952,238186,79395.33333333333,3
2024,INV001953,883150,441575.0,2
2024,INV001954,411577,45730.77777777778,9
2024,INV001955,827053,103381.625,8
2024,INV001956,743888,106269.71428571429,7
2024,INV001957,3382,1691.0,2
2024,INV001958,616575,205525.0,3
2024,INV001959,1255134,139459.33333333334,9
2024,INV001960,196853,65617.66666666667,3
2024,INV001961,373665,46708.125,8
2024,INV001962,458114,76352.33333333333,6
2024,INV001963,739433,184858.25,4
2024,INV001964,3276,3276.0,1
2024,INV001965,386063,193031.5,2
2024,INV001966,655813,163953.25,4
2024,INV001967,909638,113704.75,8
2024,INV001968,479971,95994.2,5
2024,INV001969,1580321,143665.54545454544,11
2024,INV001970,1040682,148668.85714285713,7
2024,INV001971,789169,71742.63636363637,11
2024,INV001972,1475724,122977.0,12
2024,INV001974,2034690,184971.81818181818,11
2024,INV001975,679209,113201.5,6
2024,INV001976,253606,84535.33333333333,3
2024,INV001977,892292,99143.55555555556,9
2024,INV001978,501829,71689.85714285714,7
2024,INV001979,1221062,111005.63636363637,11
2024,INV001980,10249,3416.3333333333335,3
2024,INV001981,611933,122386.6,5
2024,INV001982,956578,119572.25,8
2024,INV001983,721360,90170.0,8
2024,INV001984,24984,24984.0,1
2024,INV001985,280553,40079.0,7
2024,INV001986,596307,66256.33333333333,9
2024,INV001987,1569778,142707.0909090909,11
2024,INV001988,112210,37403.333333333336,3
2024,INV001989,49776,16592.0,3
2024,INV001990,1275684,106307.0,12
2024,INV001991,797472,265824.0,3
2024,INV001992,146728,29345.6,5
2024,INV001993,1079055,98095.90909090909,11
2024,INV001994,155875,77937.5,2
2024,INV001995,970993,107888.11111111111,9
2024,INV001996,451789,225894.5,2
2024,INV001997,465010,51667.77777777778,9
2024,INV001998,1828925,152410.41666666666,12
2024,INV001999,3179916,264993.0,12
2024,INV002000,580491,82927.28571428571,7
2024,INV002001,482676,53630.666666666664,9
2024,INV002002,654968,130993.6,5
2024,INV002003,1405902,200843.14285714287,7
2024,INV002004,155773,77886.5,2
2024,INV002005,1430201,204314.42857142858,7
2024,INV002006,506034,63254.25,8
2024,INV002007,488352,122088.0,4
2024,INV002008,1526719,152671.9,10
2024,INV002009,12577,12577.0,1
2024,INV002010,574575,71821.875,8
2024,INV002011,1194866,132762.88888888888,9
2024,INV002012,516823,73831.85714285714,7
2024,INV002013,972732,121591.5,8
2024,INV002014,17561,5853.666666666667,3
2024,INV002015,257467,64366.75,4
2024,INV002016,387013,96753.25,4
2024,INV002017,637891,70876.77777777778,9
2024,INV002018,1213533,110321.18181818182,11
2024,INV002019,364481,45560.125,8
2024,INV002020,805567,268522.3333333333,3
2024,INV002021,1571360,224480.0,7
2024,INV002022,1038054,148293.42857142858,7
2024,INV002023,802085,160417.0,5
2024,INV002024,531765,177255.0,3
2024,INV002025,52531,7504.428571428572,7
2024,INV002026,136398,22733.0,6
2024,INV002027,458735,114683.75,4
2024,INV002028,445192,222596.0,2
2024,INV002030,1456413,182051.625,8
2024,INV002031,9353,9353.0,1
2024,INV002032,158449,52816.333333333336,3
2024,INV002033,836274,76024.90909090909,11
2024,INV002034,763779,63648.25,12
2024,INV002035,1877324,170665.81818181818,11
2024,INV002036,1618515,134876.25,12
2024,INV002037,1452100,145210.0,10
2024,INV002038,1436324,159591.55555555556,9
2024,INV002039,2713616,246692.36363636365,11
2024,INV002040,1148548,114854.8,10
2024,INV002041,574451,95741.83333333333,6
2024,INV002042,755281,75528.1,10
2024,INV002043,644447,128889.4,5
2024,INV002044,1133344,141668.0,8
2024,INV002045,606488,67387.55555555556,9
2024,INV002046,513009,256504.5,2
2024,INV002047,14605,3651.25,4
2024,INV002049,732281,104611.57142857143,7
2024,INV002050,715040,143008.0,5
2024,INV002051,698757,69875.7,10
2024,INV002052,877960,97551.11111111111,9
2024,INV002053,11671,5835.5,2
